Full Name,Short Code,BGA Cat,Exact point,Alt Feet ASL,Lat/Long to WGS84,Channel (MHz),Description & Remarks.,Dist  NMl,Dir, from Main Feature,Grid ref E/N  km & 2 dec,Map,Photo
Manby,MBY,C,Old Control Tower,60,53 21.620N 000 05.380E,,"E side of disused airfield, now `Manby Showground'.  3 Nml ESE of Louth",23,ENE,Lincoln,53916 38686,MBY,MBY
March,MCH,A,Rail/River Bridge,7,52 33.308N 000 06.196E,,"Over River Nene, NE of Town",12,E,Peterborough,54269 29733,MCH,MCH
Maidstone North,MDN,C#!,A229 Bridge,321,51 19.116N 000 30.497E,,"W end of ridge, A229 Br over minor  road, N of M 20 Junction 6, under LTMA base 2500 ft.  Avoid Rochester Airfield ATZ to the North",3,NNW,Maidstone,57489 16071,MDN,MDN
Measham,MEA,A,M42 J11/A444,364,52 41.335N 001 32.897W,,Multiple road junction 2 NMl SW of town,15,WNW,Leicester,43063 31023,MEA,MEA
East Meon,MEE,C,Church,394,50 59.755N 001 01.889W,,N side of village,10,N,Portsmouth,46806 12228,MEE,MEE
Melksham,MEL,C,Station/A365 Bridge,112,51 22.746N 002 08.705W,,"Br over line S side of stn, NW side of town",8,E,Bath,39000 16446,MEL,MEL
Membury,MEM,A,M4 Services Bridge,659,51 28.927N 001 33.385W,,Footbridge N of disused A/F. 500 ft mast 300m to N.,9,ESE,Swindon,43090 17600,MEM,MEM
Mendlesham,MEN,C,Tall Aerial Mast,203,52 14.071N 001 06.457E,,1007 ft mast NMl NE of Wattisham airfield.,10,N,Ipswich,61230 26414,MEN,MEN
Mere,MER,C,Church Tower,348,51 05.360N 002 16.249W,,"Near village centre, N of Gillingham.",18,W,Salisbury,38113 13226,MER,MER
Melton Mowbray,MET,B,Station/A606 Br,213,52 45.656N 000 52.983W,,Just E of station in town centre.,12,NE,Leicester,47547 31873,MET,MET
West Meon Hut,MEW,A,A32/A272,338,51 01.875N 001 04.505W,,Crossroads N of village,9,S,Lasham,46496 12617,MEW,MEW
Mexborough S,MEX,B,A6022/A6023,60,53 29.571N 001 17.711W,,Roundabout just N of railway and river Don S side of town between Doncaster and Sheffield. Under CTA base 4000ft,7,WSW,Doncaster,44686 39980,MEX,MEX
Mansfield NE,MFD,A,Rail Junction,220,53 10.878N 001 05.582W,,"Centre of triangular rail junction, 4 NMl NE of Mansfield",20,W,Lincoln,46071 36530,MFD,MFD
Margery Hill,MGH,D#,1791ft Spot Height,1791,53 27.460N 001 43.019W,,"9 NMl N of Camphill gliding site, N of series of reservoirs. 3500 base airspace to the N.  Caution, rugged terrain",22,WSW,Doncaster,41890 39569,MGH,MGH
Minchinhampton,MHT,C,Church.,554,51 42.353N 002 11.175W,,Centre of Minchinhampton village.,12,SSW,Cheltenham,38723 20081,MHT,MHT
Micheldever,MIC,C#,Rail Bridge,361,51 10.704N 001 15.655W,,"Road bridge over rail, S side of Micheldever Station. 8 NMl ESE of Andover, S of deep cutting S of rail crossing A303.  Avoid Popham airfield to NE and Solent CTA to S",9,W,Lasham,45176 14239,MIC,MIC
Mingary Pier,MIG,A,Sea end of B8007,10,56 41.307N 006 05.629W,,1 NMl S of Kilchoan village between spot heights 1732 & 1129,34,WSW,Fort William,14941 76268,MIG,MIG
Milfield,MIL,C#,Gliding Site 35/23,150,55 35.335N 002 05.377W,130.105,"Borders GC site, 4 NMl NW of Wooler",10,S,Berwick,39445 63281,MIL,MIL
Midhurst Mast,MIM,C#,376 ft mast,161,51 01.028N 000 42.021W,,2 NMl NE of town. Under LTMA base 3500 ft,16,SE,Lasham,49126 12500,MIM,MIM
Mintlaw,MIN,B,A950/A92,66,57 31.509N 002 00.089W,,Roundabout in town centre 6 NMl W of Peterhead,23,NNE,Aberdeen,40001 84833,MIN,MIN
Milnthorpe,MIT,A,M6 J36,177,54 14.181N 002 43.070W,,2 NMl ENE of village,12,N,Lancaster,35331 48253,MIT,MIT
Midhurst West,MIW,C#,River bridge,75,50 59.469N 000 45.458W,,Over R Rother N of A272 on minor road to Woolbeding. LTMA base 3500 1 NMl E,16,SE,Lasham,48729 12204,MIW,MIW
Mellon Charles,MLL,C,Loch,35,57 51.534N 005 38.232W,,Centre of small loch N of beach on W side of Mellon Charles village,15,W,Ullapool,18432 89129,MLL,MLL
Melmerby,MLM,A,A686 crossroads village centre,540,54 43.818N 002 35.952W,,Bottom of Crossfell ridge 7 NMl NE of Penrith,19,SE,Carlisle,36151 53742,MLM,MLM
Molton,MLN,A,A361/River Bridge,207,51 01.675N 003 49.480W,,River Mole Bridge 1 km NNE of South Molton town,21,NNW,Exeter,27214 12698,MLN,MLN
Milton,MLT,A,A833/A831,374,57 20.317N 004 30.825W,,"W side of Loch Ness, 1.5 NMl WNW of Urquart bay",12,SW,Inverness,24880 83036,MLT,MLT
Madley,MLY,A#,Crossroads,260,52 02.671N 002 50.847W,,B4352 in centre of village NW of church. Note D216 to N,6,W,Hereford,34198 23880,MLY,MLY
Maryport NE,MNE,A,A596/B5300,36,54 43.234N 003 28.901W,,"T junction NE side of town, N of river Ellen",21,WSW,Carlisle,30466 53718,MNE,MNE
Menai Strait,MNS,A,A55 Bridge,45,53 12.962N 004 11.140W,,Small island in middle of bridge over Menai Strait between mainland and Anglesey,45,W,Chester,25416 37101,MNS,MNS
Millom NW,MNW,A,A595/A5093,59,54 13.758N 003 20.110W,,T junction 3 NMl WNW of Millom.  Rugged terrain to N,21,NW,Lancaster,31306 48233,MNW,MNW
Monkton,MOK,C#,Rail/Minor road,240,51 20.054N 001 15.677E,,"1 NMl WSW of village, 4 NMl NNE of Wingham. 1 NMl W of Manston ATZ",7,ENE,Canterbury,62727 16451,MOK,MOK
Monmouth,MOM,A,River/A466 Bridge,236,51 48.680N 002 42.556W,,River Wye bridge in town centre just E of dual carriageway A40,15,S,Hereford,35120 21276,MOM,MOM
Montgomery,MON,C,B4386/ B4385,223,52 33.765N 003 08.878W,,"Town centre, N of Church Twr. 10 NMl WNW of Long Mynd",14,SW,Shrewsbury,32228 29672,MON,MON
Muir of Ord,MOO,C,Station,98,57 31.024N 004 27.603W,,"Nr town centre, just NW of Station nr A832/A862 junction",9,WNW,Inverness,25275 85010,MOO,MOO
Morpeth,MOP,A,A697 br over A1,174,55 11.449N 001 42.922W,,"Flyover 1.5 NMl NNW of town, `Y' shape road fork",13,N,Newcastle,41822 58854,MOP,MOP
Moreton-in-marsh,MOR,A,Rail/A44 Bridge,440,51 59.413N 001 41.954W,,E side of town.,15,WSW,Banbury,42075 23246,MOR,MOR
Mossat,MOS,A,A944/A97,656,57 15.801N 002 52.172W,,"Inverted Y junction NE of village , 11 NMl N of Aboyne",24,NNW,Aberdeen,34765 81952,MOS,MOS
Mortimer Church,MOT,D#,Church Spire,295,51 22.569N 001 03.706W,,Centre of village at road Y junction. LTMA base 3500ft 3 NMl to East,11,N,Lasham,46540 16454,MOT,MOT
Moulton Church,MOU,C#,Church tower,148,52 14.953N 000 29.300E,,"Just E of river & B1085, 3NMl E of Newmarket. Look for and avoid Cambridge traffic. Use as alternative to NMT which is under Cambridge ILS pattern.",13,E,Cambridge,56996 26414,MOU,MOU
Moy Lodge,MOY,B,House,837,56 54.991N 004 33.750W,,"SW end of Loch Laggan before it narrows into river Spean and Loch Moy, 12 Nml E of Spean Bridge. Caution, rugged terrain",18,ENE,Fort William,24410 78350,MOY,MOY
Margate E,MRE,A,N Foreland Lighthouse,98,51 22.483N 001 26.706E,,W of B2051 on coast N of Ramsgate,14,ENE,Canterbury,63986 16960,MRE,MRE
Market Rasen,MRN,A,Rail/A631,82,53 23.229N 000 20.074W,,Centre of town,12,NNE,Lincoln,51086 38910,MRN,MRN
Maryport,MRY,B,A 598 bridge,30,54 42.696N 003 29.824W,,Bridge over river Ellen W side of town,22,WSW,Carlisle,30365 53621,MRY,MRY
Mansfield SE,MSE,A,A617/A6191,384,53 07.500N 001 08.570W,,Roundabout SE side of Mansfield,23,WSW,Lincoln,45746 35899,MSE,MSE
Methwold,MTD,C,Road Junction,60,52 31.352N 000 33.517E,,Road Junction East side of Methwold Village at Junction of B1112 and C41,25,NE,Cambridge,57368 29470,MTD,MTD
Mottisfont Station,MTF,C#,B3084/rail,80,51 02.037N 001 32.837W,,"Level crossing at W end of station, avoid CTA to the East",21,WSW,Lasham,43184 12616,MTF,MTF
Moota Hill,MTH,A,A595/B5301,656,54 42.820N 003 19.022W,,"T junction between Aspatria and Cockermouth.  Close to DME DCS, avoid traffic homing on DCS",18,WSW,Carlisle,31525 53620,MTH,MTH
Melton Mast,MTM,C,Tall Aerial Mast,213,52 48.068N 000 48.035W,,1031 ft mast 4 NMl NE of Melton Mowbray.,9,SW,Grantham,48096 32329,MTM,MTM
Montrose,MTR,C,Station,66,56 42.785N 002 28.325W,,W side of town near shore of inland lake,20,NW,Dundee,37120 75803,MTR,MTR
Mudford Gate,MUD,D,Old Tollhouse,725,50 54.236N 003 37.324W,,B3137 crossroads with minor road,12,NNW,Exeter,28604 11286,MUD,MUD
Mumbles Head,MUM,B#,Lifeboat station,30,51 34.194N 003 58.447W,,E side of promontory.  Avoid Swansea ATZ to NW,5,S,Swansea,26328 18752,MUM,MUM
Mundford,MUN,A#,A134/A1065 Rbt,98,52 30.548N 000 39.364E,,"S side of village, on edge of Danger Area D 208 which is normally 2500ft and below, occasionally higher by NOTAM",26,E,Cambridge,58035 29345,MUN,MUN
Mursley,MUR,C,White Water Tower,390,51 57.346N 000 48.785W,,"N side of church E of minor road to Whadden, W of 555ft spot height. 3 NMl E of Winslow.",11,NW,Dunstable,48166 22925,MUR,MUR
Murton,MUT,C#,Murton village,853,54 35.554N 002 25.190W,,End of village street at 260m contour.  For turning Crossfell ridge outside D407.  2 NMl ENE of Appleby,25,SE,Carlisle,37297 52201,MUT,MUT
Methven,MVN,C,Church Spire,394,56 24.958N 003 34.868W,,Near town centre,5,W,Perth,30255 72598,MVN,MVN
Mallwyd,MWD,A,Bridge,262,52 42.010N 003 41.168W,,"A470 bridge over river Clywedog, N side of village N of A458/A470 roundabout.  Caution, rugged terrain",34,W,Shrewsbury,28616 31272,MWD,MWD
Middle Wallop,MWP,A##!,Control Tower,300,51 08.963N 001 34.173W,118.6,Portsmouth Naval Gliding Centre. Warning: Active Army Air Corp (AAC) Station with ATZ and DZ (activated by NOTAM). N.B. Available Weekends and Public Holidays Only.,10,ENE,Salisbury,43021 13899,MWP,MWP
Mynd S,MY2,D#,Wood,722,52 26.450N 002 56.000W,,S side of L-shaped wood at top of S end of Long Mynd ridge,16,SSW,Shrewsbury,33665 28295,MY2,MY2
Mynd N,MY3,D,Shepherd's Hut,1083,52 36.188N 002 52.400W,,"On Cothercott Hill N of minor road to Shrewsbury, top of N end of Long Mynd ridge.  1 NMl SW of Pulverbatch village",10,SSW,Shrewsbury,34095 30095,MY3,MY3
Mynd,MYN,C#,Clubhouse/Hangar,1411,52 31.119N 002 52.857W,129.98,"Midland GC site, on top of Long Mynd ridge.",14,SSW,Shrewsbury,34032 29156,MYN,MYN
Monzie,MZI,D,River bridge,380,56 24.262N 003 49.142W,,"Minor road over the Shaggie Burn, 2NMl NNE of Crieff.  Caution, rugged terrain",12,W,Perth,28784 72505,MZI,MZI
New Abbey,NAB,A,A719 river Br,30,54 58.832N 003 37.384W,,N side of village,5,S,Dumfries,29622 56631,NAB,NAB
Naseby East,NAE,A,A508 bridge over A14,302,52 23.979N 000 54.978W,,"Centre of bridge over dual carriageway, 5 Nml ESE  of Husband's Bosworth gliding site, 2.5 NML E of Naseby village",9,N,Northampton,47383 27851,NAE,NAE
Nailsworth,NAI,B,A46/B4014,190,51 41.719N 002 13.062W,,S side of town. Between Nympsfield and Aston Down clubs,14,SW,Cheltenham,38505 19964,NAI,NAI
Narberth N,NAN,A,AA40/A478,295,51 49.002N 004 43.713W,,Roundabout 1 NMl NNE of village,30,WNW,Swansea,21203 21664,NAN,NAN
Naseby West,NAW,A,A5199 bridge over A14,292,52 23.791N 001 01.861W,,"Centre of bridge over dual carriageway, 3 Nml S of Husband's Bosworth gliding site.  1.5 NML W of Naseby village NW of small reservoir",10,NNW,Northampton,46603 27805,NAW,NAW
Norham Bridge,NBR,A,R Tweed Bridge,150,55 43.139N 002 10.549W,,W of village 5 NMl NE of Coldstream,6,WSW,Berwick,38905 64730,NBR,NBR
Newchurch,NCH,C,Church,842,52 08.956N 003 08.827W,,Church near B4594 Road Junction in village of Newchurch.,38,WNW,Gloucester,32161 25073,NCH,NCH
Needles,NDL,A,Lighthouse,1,50 39.740N 001 35.481W,,West end of Isle of Wight.  Solent CTA to N and W,23,WSW,Portsmouth,42898 08482,NDL,NDL
North Duffield,NDU,B#,A163/minor road,26,53 49.411N 000 57.489W,,"Crossroads E end of village 2 NMl WNW of Breighton airfield, avoid Breighton traffic",9,SE,York,46868 43686,NDU,NDU
Northleach East,NEA,C,Crossroads,621,51 49.352N 001 46.593W,,Crossroads in A40 between Northleach and Brize Norton CTR. 2.5nml East of Northleach.,12,ESE,Cheltenham,41550 21379,NEA,NEA
New Cumnock,NEC,A#,A76/River,656,55 24.070N 004 10.970W,,"Bridge over river Nith on N side of town, near to rail bridge. TMA overhead, base 2000 ft. 15 NMl ESE of Ayr [Prestwick]",27,S,Glasgow,26187 61408,NEC,NEC
New Deer,NED,B,A948/B9170,394,57 30.654N 002 11.596W,,"Crossroads S side of town, 14 NMl W of Peterhead",21,N,Aberdeen,38852 84676,NED,NED
Needham Market E,NEE,A,A14/A140,82,52 08.775N 001 04.777E,,Roundabout E of town.  Avoid Wattisham traffic,7,NNW,Ipswich,61081 25425,NEE,NEE
Nefyn,NEF,A#,A497/ B4412,48,52 55.483N 004 32.050W,,Roundabout SW of Nefyn village. In RAF Valley Air Tactics Area (125.225 MHz),62,WSW,Chester,22974 33937,NEF,NEF
New Galloway,NEG,A,A712/River,164,55 04.872N 004 07.891W,,Bridge over Water of Ken on E side of village,18,W,Dumfries,26403 57838,NEG,NEG
Newmill,NEM,B,Bridge over R Teviot,475,55 23.083N 002 51.753W,,E of small village 4 NMl SW of Hawick,29,N,Carlisle,34545 61042,NEM,NEM
Newbury N,NEN,C,Roundabout,295,51 25.044N 001 19.392W,,N side of town on dual carriageway W of large complex of buildings at Vodaphone HQ,1,N,Newbury,44716 16893,NEN,NEN
Newbury South,NES,A,Bridge over A34,289,51 20.881N 001 20.394W,,"At Tot Hill services, 500m East of two small lakes.  The bridge and two small roundabouts either side of the A34 look like a dumb bell",3,SSW,Newbury,44607 16120,NES,NES
Newtown,NET,C,A489/Rail Bridge,246,52 30.786N 003 18.438W,,Just NE of stn E side of town centre. 15 NMl W of Long Mynd,23,WSW,Shrewsbury,31138 29138,NET,NET
Newbury Racecourse,NEW,C,W side Grandstands,249,51 23.832N 001 18.514W,,On NW side of course. Narrow grass airstrip in centre of course.,0.5,E,Newbury,44820 16669,NEW,NEW
North Hill N,NH2,D#,T junction,785,50 52.542N 003 17.295W,,"At Blackborough, end of ridge 1NMl N of site of Devon & Somerset gliding club, used as Finish Point",13,NE,Exeter,30946 10926,NH2,NH2
North Hill,NHL,D##,Gliding Club Hangar,921,50 51.158N 003 16.076W,129.905,Devon & Somerset GC site on edge of Dunkeswell ATZ with light aircraft and parachuting.,12,NE,Exeter,31084 10667,NHL,NHL
Northleach,NLE,A,A40/A429 R'bout,213,51 50.264N 001 50.140W,,1 NMl N of Village.  8 NE of Cirencester.,9,ESE,Cheltenham,41142 21547,NLE,NLE
Newmarket,NMT,A#!,A14/A142,115,52 16.064N 000 23.582E,,1 NMl N of Town. Look out for Cambridge Airport traffic.,9,E,Cambridge,56339 26598,NMT,NMT
Newcastle on Clun,NOC,B,B4368 crossroads,705,52 26.035N 003 06.574W,,"W side of village 2NMl W of Clun, 10 Nml SW of Long Mynd",21,SW,Shrewsbury,32466 28235,NOC,NOC
Norman Cross,NOR,A,A1/A15 R'bout,92,52 30.147N 000 17.612W,,2 NMl WSW of Yaxley.,5,SW,Peterborough,51593 29076,NOR,NOR
Northampton South,NOS,A,M1 J15/A508,292,52 11.150N 000 53.719W,,A508 goes S to Stony Stratford. In line with Sywell Feathers.,4,S,Northampton,47562 25475,NOS,NOS
Northampton West,NOW,A,M1 J16/A45,276,52 13.804N 001 00.963W,,A45 goes W to Daventry.,5,W,Northampton,46730 25955,NOW,NOW
Newport Pagnall,NPT,A,M1 Services Bridge,220,52 05.004N 000 44.896W,,Footbridge at M1 Services.,10,SSE,Northampton,48587 24352,NPT,NPT
Nunraw Abbey,NRA,D,Northernmost corner of abbey buildings,640,55 55.329N 002 39.157W,,Also Known As Sancta Maria Abbey. 1km SSW of Garvald Village. Less effect of on-shore breeze than East Linton!,18,E,Edinburgh,35931 67009,NRA,NRA
Northallerton,NRT,C,Station,125,54 20.002N 001 26.522W,,"4 NMl NE of Leeming airfield, avoid jet traffic",12,SSE,Darlington,43638 49323,NRT,NRT
Newton Stewart,NST,A,Roundabout,70,54 57.008N 004 28.805W,,A75/A714 Roundabout on South Side of Newton Stewart Town.,31,W,Dumfries,24127 56454,NST,NST
N Tawton,NTA,C,Road Junction,445,50 47.987N 003 53.859W,,"Triangle of roads in town centre, 5 NMl NW of Okehampton",15,WNW,Exeter,26637 10174,NTA,NTA
Nethybridge,NTB,A,River Bridge,689,57 15.891N 003 39.479W,,"At Nethy Bridge village, 2.5 NMl S of Grantown",21,SE,Inverness,30010 82057,NTB,NTB
Neenton,NTN,C,Church,574,52 29.178N 002 32.142W,,Church at SE end of village by sharp bend in B4364 opposite pub. 9km SW Bridgenorth.,16,SE,Shrewsbury,36372 28773,NTN,NTN
Nunney,NUN,B,A359/A361,469,51 12.028N 002 22.689W,,"Roundabout S side Nunney village, 3NMl SW Frome",10,S,Bath,37368 14465,NUN,NUN
Newark,NWK,A,A1/A46,39,53 05.611N 000 47.190W,,NE side of Newark-on-Trent.,13,SW,Lincoln,48136 35583,NWK,NWK
Newent,NWT,C,B4215/B4216(E),187,51 56.025N 002 24.469W,,"E of two T junctions in village centre, 6 NMl E of Ross-on-Wye",12,W,Cheltenham,37206 22622,NWT,NWT
Nympsfield Finish East,NY1,D#,Site boundary,732,51 43.010N 002 16.517W,,Centre of East boundary wall of Bristol Club site 200m S of B4066,13,SW,Cheltenham,38108 20205,NY1,NY1
Nympsfield Finish West,NY2,D#,Tumulus,745,51 42.752N 002 17.564W,,West end of Bristol Club site 150m S of B4066,13,SW,Cheltenham,37987 20157,NY2,NY2
Nympsfield,NYM,C#,Clubhouse,700,51 42.914N 002 16.881W,129.98,Bristol & Glos GC. Clubhouse NW side of flying field.,13,SW,Cheltenham,38066 20187,NYM,NYM
Oakham E,OAE,A,A606/A6003 rbout,330,52 40.043N 000 42.814W,,"E side of town, W end of Rutland Water",13,E,Leicester,48709 30852,OAE,OAE
Oakington,OAK,A,A604/B1050,148,52 15.448N 000 01.375E,,"T junct 2 NMl S of Oakington helo site, NE of Bar Hill village.",5,NW,Cambridge,53817 26407,OAK,OAK
Oban Airfield,OBA,A##,R/W 19/22,20,56 27.911N 005 23.984W,118.055,"Airfield with light aircraft activity, 4 NMl NW of Oban town.",4,NE,Oban,19066 73552,OBA,OBA
Oban Station,OBN,B,Rail Station,33,56 24.728N 005 28.458W,,Centre of town near ferry terminal,0,N/A,Oban,18577 72985,OBN,OBN
Odiham,ODI,A##!,A/F R/Ws 28/23,405,51 14.069N 000 57.063W,131.3,"Active military airfield with MATZ, operating helicopters. Site of Kestrel Army GC.",5,NE,Lasham,47333 14889,ODI,ODI
Ogbourne,OGB,C,A346 T-junction,450,51 28.040N 001 42.536W,,"E side Ogbourne St George village, 3NMl N Marlborough",7,S,Swindon,42032 17430,OGB,OGB
Okehampton East,OKE,A,B3260 Bridge over A3,394,50 44.388N 003 57.668W,,1.5 NMl E of Town.,19,W,Exeter,26172 09519,OKE,OKE
Ollerton,OLL,A,A614/A616/A6075,197,53 12.059N 001 01.623W,,"Roundabout W side of village at Ollerton, joining many roads",18,W,Lincoln,46509 36754,OLL,OLL
Olney,OLN,B,Church Spire,161,52 08.991N 000 42.061W,,S side of village.,8,W,Bedford,48898 25097,OLN,OLN
Old Radnor,ORA,B,A44/B4362,610,52 13.823N 003 05.367W,,"T-junction at Walton village, north side of Old Radnor hill, 3 NMl NW of Kington and 8 NMl W of Shobdon airfield",20,NW,Hereford,32569 25969,ORA,ORA
Osbournby,OSB,A,A15/A52 R'bout,240,52 55.104N 000 24.388W,,"1 NMl S of village, between Bourne and Sleaford",8,E,Grantham,50724 33685,OSB,OSB
Oswestry,OSW,C,A495/Rail,479,52 52.369N 003 00.614W,,"Level crossing 2 NMl ENE of town, W side of Whittington village",14,NW,Shrewsbury,33210 33107,OSW,OSW
Ottercops Moss,OTM,A#,Spot Height 1083 ft,1083,55 12.039N 002 05.268W,,"Top of hill with 2 radio masts N of A696, 9 Nml SW of Rothbury. Avoid D512 to NW when active",22,NW,Newcastle,39451 58960,OTM,OTM
Oundle,OUN,A,A605/A427 R'bout,249,52 29.285N 000 27.551W,,"E of town, near river.",10,SW,Peterborough,50472 28891,OUN,OUN
Ousby E,OUS,D,Crossroads,623,54 42.351N 002 34.758W,,E of village below ridge at Fellside,16,SE,Carlisle,36277 53469,OUS,OUS
Overton,OVE,A,Rail/B3051,360,51 15.195N 001 15.841W,,"B3051 Br over rail, just W of station on N side of village",10,WNW,Lasham,45146 15071,OVE,OVE
Oxford East,OXF,A,A40/A4142 R'bout,269,51 45.780N 001 11.824W,,"East side of town, at Headington.",2,E,Oxford,45551 20745,OXF,OXF
Oxford M40 Services,OXM,A,Bridge over M40,213,51 44.403N 001 05.726W,,A418/M40 E side of Services,6,E,Oxford,46256 20498,OXM,OXM
Oxford North,OXN,A,A34/A44 R'bout,299,51 47.675N 001 17.159W,,100m WNW of Services area on Oxford ring road.  Kidlington ATZ to the NW.,2,NNW,Oxford,44934 21090,OXN,OXN
Oxford South,OXS,C,River/A4074 Bridge,289,51 43.499N 001 14.488W,,Dual carriageway over R Thames 300m N of small rail br.,1.5,SW,Oxford,45249 20319,OXS,OXS
Oxton,OXT,A,A68/A697,82,55 46.275N 002 47.282W,,"Inverted Y junct SE side of vill 9 NMl N of Galashiels, TMA to W",17,SE,Edinburgh,35066 65338,OXT,OXT
Pateley SE,PA2,D,T junction,365,54 04.465N 001 44.407W,,S end of ridge at E end of Glasshouses Reservoir 1 NMl SE of Pateley Bridge,24,WNW,York,41710 46431,PA2,PA2
Paddock Wood,PAD,C#,Station/B2160 Bridge,367,51 10.954N 000 23.197E,,"Just W of station, under TMA base 3500 ft",7,SW,Maidstone,56690 14530,PAD,PAD
Pangbourne,PAN,B#,Br over R Thames,140,51 29.217N 001 05.133W,,"B471 over river N of town, NW of Reading. Under LTMA base 4500ft, base 3500ft 3 NMl to East",18,N,Lasham,46359 17684,PAN,PAN
Papworth,PAP,A,A1198/B1040,115,52 15.394N 000 07.392W,,"Roundabout N end of Papworth Everard village, 6 NMl SE of Huntingdon.",10,WNW,Cambridge,52820 26370,PAP,PAP
Parham,PAR,D#,Clubhouse,110,50 55.317N 000 28.436W,118.685,"Southdown GC site, grass surface",10,NW,Brighton,50736 11472,PAR,PAR
Pateley Bridge,PAT,A,B6265 br over River,360,54 05.117N 001 45.690W,,"Over R. Nidd SW side of town, 10 NMl NW of Harrogate",25,WNW,York,41570 46551,PAT,PAT
Pencombe,PCM,C,Crossroads,486,52 10.278N 002 35.250W,,Cross roads in middle of village. 6km WSW Bromyard.,8,NNE,Hereford,35992 25272,PCM,PCM
Porthcawl North,PCN,A,M4 J37,85,51 30.968N 003 41.644W,,M4/A4229 2 NMl N of town,12,SE,Swansea,28255 18105,PCN,PCN
Portmoak Caravan Site,PCS,D#,Centre of Caravan Site,360,56 11.558N 003 19.957W,,Caravan site at NW side of SGC site,15,N,Edinburgh,31740 70080,PCS,PCS
Pontefract,PCT,A,M62 J33/A1,30,53 41.750N 001 16.071W,,"E of town, 2 NMl S of Ferrybridge cooling towers.",23,SSW,York,44844 42240,PCT,PCT
Porthmadog East Bridge,PEB,A,Road/Rail Bridge,20,52 55.477N 004 03.332W,,Pont Briwet bridge over estuary 2.5 Nml E of Porthmadog,49,WNW,Shrewsbury,26191 33833,PEB,PEB
Peebles,PEE,B,B7062/River Br,30,55 39.075N 003 11.565W,,Over river Tweed in town centre. TMA to the N,12,S,Edinburgh,32504 64039,PEE,PEE
Penrith,PEI,A,M6 J40/A66,144,54 39.191N 002 45.612W,,SW side of town.  20 N of Kendal,15,SSE,Carlisle,35105 52894,PEI,PEI
